,index,year,month,day,hour,min,sec,lat,lon,dep,mag,strike,dip,rake,length,width,slip,duration,catalog,ref,udate,depth,time,ID,date,start,end,mid_time_deciyear,type,Named_SSEs,Start,End,Average date of GPS maximum speed,Date of maximum moment rate,Maximum moment rate,Total moment released,start_yr,start_doy,start_dec_year,end_yr,end_doy,end_dec_year,Mw_Est,cent_long,cent_lat,Event,Start_year,Start_month,Start_day,End_year,End_month,End_day,Duration,Lon_geom,Lat_geom,Z_geom,Lon_pot,Lat_pot,Z_pot,Lon_mom,Lat_mom,Z_mom,Mw,Area,Potency,Moment,Max_slip,Mean_slip,Max_slip_rate,Mean_slip_rate,Start_time,End_time,year_time,SSE_number_michel2019,min_start,max_start,min_end,max_end,len,wid,str,M0,dur,Mw_error,Duration_error,Longitude,Latitude,Depth,Time,Aseismic_percent
86,19.0,1998.0,11.0,2.0,,,,31.398,131.91898,12.443,6.3,200.0,17.6,61.8,40.0,48.0,0.055,30844800.0,Takagi2019-SSE,Takagi et al. (2022),2022-05-31,12.443,1998-11-02 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,807.0,1998.0,11.0,7.0,,,,33.448,132.653,30.1,6.09,214.0,14.0,76.0,54.0,35.0,0.022,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,30.1,1998-11-07 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,8.0,1998.0,12.0,10.0,,,,34.806,137.856,20.8,5.91,262.0,18.0,114.0,69.0,56.0,0.006,5356800.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30,20.8,1998-12-10 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,806.0,1998.0,12.0,30.0,,,,33.756,134.739,20.8,5.72,266.0,13.0,153.0,50.0,35.0,0.007,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,20.8,1998-12-30 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,132.0,1999.0,1.0,6.0,,,,30.802,132.272,3.106,6.67,184.7,8.7,75.9,51.0,30.0,0.204,3456000.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,3.106,1999-01-06 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,805.0,1999.0,1.0,25.0,,,,33.566,135.662,20.7,5.64,272.0,18.0,141.0,49.0,35.0,0.005,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,20.7,1999-01-25 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,202.0,1999.0,2.0,25.0,,,,24.166,124.355,27.0,6.48,263.0,23.0,132.0,98.0,46.0,0.036,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,27.0,1999-02-25 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,14.0,1999.0,3.0,4.0,,,,35.737,141.886,16.3,6.39,192.0,15.0,109.0,42.0,36.0,0.079,432000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,16.3,1999-03-04 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,131.0,1999.0,3.0,27.0,,,,33.805,134.293,24.772,5.79,266.9,8.8,139.9,56.0,28.0,0.01,691200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,24.772,1999-03-27 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,132.0,1999.0,5.0,2.0,,,,33.671,133.379,26.248,6.03,221.7,5.8,80.1,65.0,50.0,0.011,1382400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,26.248,1999-05-02 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,130.0,1999.0,5.0,6.0,,,,35.009,137.713,28.41,5.85,261.4,17.9,135.0,49.0,52.0,0.007,86400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,28.41,1999-05-06 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,15.0,1999.0,5.0,8.0,,,,36.287,141.002,40.6,6.09,200.0,20.0,68.0,47.0,52.0,0.017,518400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,40.6,1999-05-08 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,9.0,1999.0,5.0,10.0,,,,35.339,140.838,20.6,5.97,242.0,19.0,72.0,52.0,48.0,0.012,3024000.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30,20.6,1999-05-10 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,200.0,1999.0,6.0,16.0,,,,30.308,131.84801,12.2,6.15,205.0,9.0,92.0,35.0,40.0,0.037,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,12.2,1999-06-16 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,803.0,1999.0,6.0,18.0,,,,34.251,136.589,23.0,5.74,216.0,15.0,73.0,50.0,34.0,0.007,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,23.0,1999-06-18 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,16.0,1999.0,7.0,8.0,,,,35.221,140.132,66.4,6.18,173.0,21.0,96.0,37.0,43.0,0.037,5875200.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,66.4,1999-07-08 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,129.0,1999.0,8.0,8.0,,,,33.705,134.511,22.549,5.67,267.3,10.5,120.5,35.0,33.0,0.009,86400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,22.549,1999-08-08 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,801.0,1999.0,9.0,9.0,,,,33.648,132.939,28.5,6.14,208.0,10.0,83.0,65.0,36.0,0.022,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,28.5,1999-09-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,17.0,1999.0,9.0,10.0,,,,36.274,140.37399,59.7,6.07,192.0,24.0,74.0,48.0,36.0,0.024,4665600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,59.7,1999-09-10 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,9.0,1999.0,9.0,11.0,,,,34.747,137.239,24.0,5.91,274.0,12.0,141.0,46.0,34.0,0.014,2678400.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30,24.0,1999-09-11 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,198.0,1999.0,9.0,20.0,,,,26.663,129.392,9.0,6.22,211.0,11.0,78.0,36.0,40.0,0.046,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,9.0,1999-09-20 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,127.0,1999.0,9.0,21.0,,,,34.288,136.22099,32.236,5.88,215.4,20.1,63.1,35.0,26.0,0.023,86400.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,32.236,1999-09-21 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,18.0,1999.0,9.0,24.0,,,,35.105,142.05,9.7,6.49,185.0,15.0,57.0,40.0,40.0,0.106,86400.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,9.7,1999-09-24 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,197.0,1999.0,10.0,5.0,,,,24.162,124.386,27.7,6.5,267.0,24.0,102.0,93.0,47.0,0.04,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,27.7,1999-10-05 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,799.0,1999.0,11.0,15.0,,,,33.859,133.80299,26.7,5.83,242.0,12.0,80.0,49.0,35.0,0.01,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,26.7,1999-11-15 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,10.0,1999.0,11.0,23.0,,,,35.44,138.476,26.8,6.09,238.0,27.0,88.0,41.0,77.0,0.014,345600.0,Nishimura2021c-SSE,Nishimura (2021),2021-08-30,26.8,1999-11-23 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,196.0,1999.0,11.0,27.0,,,,32.795,132.36099,19.1,5.97,206.0,24.0,109.0,45.0,43.0,0.014,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,19.1,1999-11-27 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,798.0,1999.0,12.0,9.0,,,,33.571,135.282,21.8,5.67,294.0,16.0,164.0,54.0,34.0,0.005,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,21.8,1999-12-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,797.0,1999.0,12.0,10.0,,,,34.751,138.15601,18.6,5.69,256.0,14.0,96.0,77.0,36.0,0.004,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,18.6,1999-12-10 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,195.0,1999.0,12.0,16.0,,,,28.864,130.84,14.1,6.47,212.0,21.0,98.0,38.0,40.0,0.103,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,14.1,1999-12-16 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,194.0,2000.0,1.0,17.0,,,,26.01,128.64,13.5,5.98,257.0,10.0,100.0,82.0,39.0,0.009,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,13.5,2000-01-17 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,19.0,2000.0,2.0,6.0,,,,35.799,142.092,12.2,6.43,193.0,14.0,56.0,36.0,47.0,0.082,345600.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,12.2,2000-02-06 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,124.0,2000.0,2.0,9.0,,,,35.367,137.916,36.245,5.91,242.0,28.4,125.8,27.0,25.0,0.035,864000.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,36.245,2000-02-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,18.0,2000.0,2.0,12.0,,,,32.5245,131.96919,21.591,6.5,198.9,32.1,80.8,88.0,39.0,0.065,25920000.0,Takagi2019-SSE,Takagi et al. (2022),2022-05-31,21.591,2000-02-12 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,796.0,2000.0,2.0,14.0,,,,33.661,133.422,28.4,6.07,244.0,8.0,107.0,63.0,35.0,0.018,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,28.4,2000-02-14 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,122.0,2000.0,2.0,15.0,,,,34.896,136.871,29.027,5.83,212.7,17.9,62.8,88.0,21.0,0.01,1468800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,29.027,2000-02-15 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,192.0,2000.0,3.0,23.0,,,,24.103,124.331,26.7,6.26,268.0,21.0,129.0,80.0,39.0,0.025,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,26.7,2000-03-23 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,121.0,2000.0,3.0,27.0,,,,33.831,136.42599,21.364,5.84,241.1,15.1,115.0,57.0,29.0,0.011,259200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,21.364,2000-03-27 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,10.0,2000.0,3.0,28.0,,,,34.894,140.492,10.8,5.79,280.0,14.0,109.0,47.0,43.0,0.007,5011200.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30,10.8,2000-03-28 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,191.0,2000.0,5.0,3.0,,,,25.958,128.349,12.8,5.87,240.0,10.0,84.0,52.0,39.0,0.01,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,12.8,2000-05-03 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,119.0,2000.0,6.0,1.0,,,,34.379,136.702,26.059,5.98,223.0,18.5,104.9,120.0,40.0,0.006,2073600.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,26.059,2000-06-01 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,20.0,2000.0,6.0,4.0,,,,35.721,140.813,40.7,6.29,175.0,22.0,91.0,19.0,29.0,0.15,864000.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,40.7,2000-06-04 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,118.0,2000.0,6.0,23.0,,,,31.102,131.77901,18.089,6.15,198.4,14.4,58.0,30.0,29.0,0.061,172800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,18.089,2000-06-23 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,117.0,2000.0,6.0,26.0,,,,33.461,132.853,28.531,5.8,215.6,4.9,107.9,32.0,31.0,0.016,432000.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,28.531,2000-06-26 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,190.0,2000.0,6.0,29.0,,,,27.985,130.291,9.7,6.07,213.0,14.0,93.0,46.0,40.0,0.022,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,9.7,2000-06-29 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,795.0,2000.0,9.0,7.0,,,,34.971,137.106,27.2,6.28,219.0,11.0,80.0,133.0,38.0,0.017,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,27.2,2000-09-07 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,188.0,2000.0,9.0,8.0,,,,25.97,128.205,13.7,5.84,236.0,11.0,124.0,37.0,40.0,0.012,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,13.7,2000-09-08 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,116.0,2000.0,10.0,7.0,,,,33.624,133.51401,24.247,5.95,222.9,7.4,116.1,126.0,40.0,0.005,172800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,24.247,2000-10-07 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,793.0,2000.0,10.0,17.0,,,,33.695,136.189,19.3,5.96,251.0,18.0,147.0,79.0,36.0,0.009,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,19.3,2000-10-17 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,186.0,2000.0,10.0,24.0,,,,24.351,123.988,35.9,6.47,260.0,31.0,104.0,53.0,39.0,0.074,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,35.9,2000-10-24 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,130.0,2000.0,11.0,7.0,,,,32.286,131.89,25.639,6.26,200.8,27.7,82.8,79.0,32.0,0.03,3456000.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,25.639,2000-11-07 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,185.0,2000.0,11.0,11.0,,,,28.844,130.94701,10.9,6.51,212.0,20.0,95.0,39.0,40.0,0.116,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,10.9,2000-11-11 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,21.0,2000.0,12.0,9.0,,,,35.754,141.44,25.9,6.08,184.0,15.0,106.0,38.0,49.0,0.022,2764800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,25.9,2000-12-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,34.73,141.11,,6.3,,,,,,,518400.0,,Lou et al. in prep.,,22.4111537933,2000-12-09 16:10:33.600002,b01,2000.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,115.0,2000.0,12.0,11.0,,,,33.764,134.104,24.489,5.73,255.4,6.5,142.0,53.0,35.0,0.007,345600.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,24.489,2000-12-11 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,129.0,2000.0,12.0,20.0,,,,35.057,138.58299,15.587,5.87,230.4,16.6,88.2,127.0,45.0,0.003,86400.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,15.587,2000-12-20 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,17.0,2000.0,12.0,29.0,,,,33.21492,132.87544,23.934,6.3,232.6,17.4,112.2,68.0,19.0,0.067,21772800.0,Takagi2019-SSE,Takagi et al. (2022),2022-05-31,23.934,2000-12-29 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,183.0,2001.0,1.0,9.0,,,,26.902,128.77699,26.4,5.99,220.0,23.0,108.0,44.0,37.0,0.018,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,26.4,2001-01-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,790.0,2001.0,1.0,29.0,,,,34.165,136.05701,31.2,5.9,226.0,26.0,107.0,48.0,35.0,0.013,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,31.2,2001-01-29 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,182.0,2001.0,2.0,14.0,,,,27.337,129.224,21.2,6.13,212.0,22.0,40.0,109.0,41.0,0.011,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,21.2,2001-02-14 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,22.0,2001.0,3.0,18.0,,,,36.404,141.185,40.3,5.94,211.0,17.0,94.0,35.0,39.0,0.019,0.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,40.3,2001-03-18 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,181.0,2001.0,3.0,26.0,,,,24.219,123.853,31.1,6.4,259.0,27.0,95.0,53.0,45.0,0.051,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,31.1,2001-03-26 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,788.0,2001.0,3.0,29.0,,,,33.767,134.474,21.0,5.84,247.0,12.0,99.0,69.0,35.0,0.007,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,21.0,2001-03-29 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,112.0,2001.0,4.0,4.0,,,,34.989,137.37399,29.931,5.66,255.4,14.4,110.0,38.0,25.0,0.01,604800.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,29.931,2001-04-04 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,180.0,2001.0,4.0,7.0,,,,25.966,128.297,12.8,5.96,230.0,9.0,98.0,65.0,39.0,0.011,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,12.8,2001-04-07 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,787.0,2001.0,5.0,18.0,,,,34.347,136.243,29.7,5.88,209.0,20.0,107.0,49.0,35.0,0.012,,Nishimura2013-SSE,Nishimura (2013),2018-06-25,29.7,2001-05-18 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,23.0,2001.0,6.0,9.0,,,,35.575,141.979,12.9,6.29,188.0,15.0,66.0,41.0,40.0,0.052,2764800.0,Nishimura2021a-SSE,Nishimura (2021),2021-08-30,12.9,2001-06-09 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,179.0,2001.0,6.0,12.0,,,,26.825,128.701,26.5,6.31,224.0,24.0,88.0,35.0,42.0,0.061,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,26.5,2001-06-12 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,11.0,2001.0,7.0,23.0,,,,34.992,140.23399,13.2,5.73,292.0,13.0,124.0,19.0,22.0,0.03,6480000.0,Nishimura2021b-SSE,Nishimura (2021),2021-08-30,13.2,2001-07-23 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,111.0,2001.0,8.0,10.0,,,,33.696,134.756,21.91,5.92,262.2,9.3,143.3,83.0,34.0,0.009,1555200.0,Okada2022b-SSE,Okada et al. (2022),2022-04-05,21.91,2001-08-10 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,178.0,2001.0,8.0,20.0,,,,33.643,133.116,27.8,6.14,220.0,8.0,96.0,75.0,42.0,0.016,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,27.8,2001-08-20 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,177.0,2001.0,9.0,2.0,,,,26.285,127.746,24.5,6.08,230.0,22.0,77.0,16.0,41.0,0.062,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,24.5,2001-09-02 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,127.0,2001.0,9.0,15.0,,,,35.003,137.41499,28.415,6.07,242.9,13.7,117.5,85.0,34.0,0.014,691200.0,Okada2022a-SSE,Okada et al. (2022),2022-04-05,28.415,2001-09-15 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,,2001.0,10.0,18.0,,,,17.27,-100.247,,7.65,,,,,,,35856000.0,,Kostoglodov (2003),,35.0,2001-10-18 00:00:00.000000,,,,,,long_term,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,176.0,2001.0,10.0,20.0,,,,24.125,124.372,25.8,6.53,265.0,23.0,116.0,96.0,51.0,0.04,,Nishimura2014-SSE,Nishimura (2014),2017-11-29,25.8,2001-10-20 00:00:00.000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
